timestamp,position_lat,position_long,altitude,cadence,distance,speed,power,accumulated_power,vertical_oscillation,stance_time,activity_type,vertical_ratio,step_length,x_Effort Pace_0_16
1144402070,606618253,55678537,2695,85,13150,2547,165,7576,880,2670,1,990,9000,2.3610000610351562
1144402071,606618462,55678784,2695,85,13400,2550,165,7741,880,2680,1,990,9000,2.365999937057495
1144402072,606618671,55679031,2695,85,13650,2550,165,7906,880,2690,1,980,9000,2.4079999923706055
1144402073,606618875,55679274,2695,85,13900,2553,165,8071,880,2700,1,980,9000,2.4519999027252197
1144402074,606619080,55679518,2695,85,14150,2553,169,8240,880,2700,1,980,9000,2.502000093460083
1144402075,606619290,55679776,2695,85,14400,2553,173,8413,880,2700,1,980,9000,2.552000045776367
1144402076,606619500,55680034,2695,84,14650,2553,173,8586,880,2700,1,980,9000,2.552000045776367
1144402077,606619717,55680295,2695,84,14900,2553,173,8759,890,2710,1,980,9100,2.552000045776367
1144402078,606619934,55680556,2695,84,15150,2550,177,8936,890,2710,1,980,9100,2.549999952316284
1144402079,606620163,55680804,2695,85,15400,2550,181,9117,890,2720,1,990,9100,2.549999952316284
1144402080,606620393,55681052,2695,85,15700,2550,181,9298,890,2720,1,990,9000,2.549999952316284
1144402081,606620634,55681294,2695,85,16000,2550,181,9479,900,2720,1,990,9000,2.549999952316284
1144402082,606620877,55681538,2695,85,16250,2550,181,9660,900,2720,1,990,9000,2.549999952316284
1144402083,606621125,55681777,2695,85,16500,2550,181,9841,900,2720,1,1000,9000,2.549999952316284
1144402084,606621373,55682018,2695,85,16800,2550,181,10022,900,2710,1,1000,9000,2.549999952316284
1144402085,606621623,55682251,2695,85,17100,2550,181,10203,910,2710,1,1010,9000,2.549999952316284
1144402086,606621874,55682485,2695,85,17350,2550,181,10384,910,2710,1,1010,9000,2.549999952316284
1144402087,606622102,55682727,2695,85,17600,2550,181,10565,920,2710,1,1020,9000,2.549999952316284
1144402088,606622330,55682969,2695,85,17800,2550,181,10746,920,2700,1,1020,9000,2.549999952316284
1144402089,606622530,55683229,2695,85,18000,2553,181,10927,920,2700,1,1020,9000,2.552000045776367
1144402090,606622732,55683491,2695,85,18300,2553,181,11108,910,2690,1,1020,9000,2.552000045776367
1144402091,606622933,55683761,2695,85,18600,2553,181,11289,910,2690,1,1020,9000,2.552000045776367
1144402092,606623135,55684032,2695,85,18800,2561,181,11470,910,2680,1,1020,9000,2.561000108718872
1144402093,606623351,55684304,2695,86,19000,2569,181,11651,910,2680,1,1020,9000,2.569000005722046
1144402094,606623567,55684578,2695,86,19300,2572,181,11832,910,2680,1,1020,8900,2.572000026702881
1144402095,606623810,55684841,2695,86,19600,2575,182,12014,920,2680,1,1020,8900,2.575000047683716
1144402096,606624054,55685106,2695,86,19900,2575,182,12196,910,2670,1,1020,8900,2.575000047683716
1144402097,606624328,55685324,2695,86,20200,2575,183,12379,910,2660,1,1020,8900,2.575000047683716
1144402098,606624604,55685544,2695,86,20500,2575,183,12562,910,2650,1,1020,8900,2.575000047683716
1144402099,606624890,55685744,2695,86,20800,2575,183,12745,910,2650,1,1020,9000,2.575000047683716
1144402100,606625177,55685946,2695,86,21100,2575,183,12928,910,2640,1,1020,9000,2.575000047683716
1144402101,606625447,55686167,2695,86,21400,2575,183,13111,910,2640,1,1020,9000,2.575000047683716
1144402102,606625718,55686387,2695,86,21650,2575,183,13294,910,2640,1,1010,9000,2.575000047683716
1144402103,606625961,55686625,2690,86,21900,2575,183,13477,910,2640,1,1010,9000,2.575000047683716
1144402104,606626205,55686862,2690,86,22150,2575,183,13660,900,2630,1,1000,9000,2.575000047683716
1144402105,606626425,55687119,2690,86,22400,2578,183,13843,890,2630,1,1000,9000,2.5769999027252197
1144402106,606626647,55687376,2690,86,22650,2578,183,14026,890,2620,1,990,9000,2.5769999027252197
1144402107,606626843,55687657,2690,86,22900,2578,183,14209,890,2620,1,990,9000,2.5769999027252197
1144402108,606627040,55687937,2690,86,23150,2578,183,14392,880,2620,1,980,9000,2.5769999027252197
1144402109,606627237,55688210,2690,86,23400,2578,183,14575,880,2620,1,980,9100,2.5769999027252197
1144402110,606627435,55688484,2690,86,23650,2578,183,14758,880,2620,1,980,9000,2.5769999027252197
1144402111,606627643,55688737,2690,86,23900,2578,183,14941,880,2630,1,980,9000,2.5769999027252197
1144402112,606627852,55688991,2690,86,24150,2583,183,15124,880,2630,1,980,9000,2.5829999446868896
1144402113,606628066,55689227,2690,86,24400,2592,183,15307,880,2630,1,980,9000,2.5910000801086426
1144402114,606628281,55689463,2690,86,24600,2592,183,15490,880,2640,1,980,9000,2.5910000801086426
1144402115,606628485,55689703,2690,86,24800,2594,184,15674,880,2650,1,980,9100,2.5940001010894775
1144402116,606628690,55689943,2690,86,25050,2594,184,15858,880,2650,1,980,9100,2.5940001010894775
1144402117,606628877,55690180,2690,86,25300,2594,184,16042,880,2660,1,980,9100,2.5940001010894775
1144402118,606629064,55690419,2690,85,25500,2594,184,16226,880,2660,1,980,9100,2.5940001010894775
1144402119,606629243,55690648,2690,85,25700,2594,184,16410,880,2660,1,980,9100,2.5940001010894775
1144402120,606629424,55690878,2690,85,25950,2592,184,16594,880,2660,1,970,9000,2.5910000801086426
1144402121,606629624,55691108,2690,86,26200,2592,184,16778,880,2660,1,970,9000,2.5910000801086426
1144402122,606629824,55691339,2690,86,26450,2592,184,16962,880,2660,1,970,9000,2.5910000801086426
1144402123,606630063,55691601,2690,86,26700,2592,184,17146,880,2660,1,970,9000,2.5910000801086426
1144402124,606630302,55691865,2690,86,27000,2592,184,17330,880,2660,1,970,9000,2.5910000801086426
1144402125,606630558,55692151,2690,86,27300,2592,184,17514,890,2660,1,980,9000,2.5910000801086426
1144402126,606630816,55692437,2690,86,27600,2589,184,17698,890,2650,1,980,9000,2.5880000591278076
1144402127,606631075,55692707,2695,86,27900,2589,184,17882,890,2650,1,990,9000,2.5880000591278076
1144402128,606631334,55692977,2695,86,28150,2589,184,18066,890,2650,1,990,9000,2.5880000591278076
1144402129,606631595,55693232,2695,86,28400,2589,184,18250,890,2660,1,990,9000,2.5880000591278076
1144402130,606631857,55693487,2695,85,28700,2589,184,18434,890,2660,1,990,9000,2.5880000591278076
1144402131,606632120,55693745,2695,85,29000,2589,184,18618,890,2660,1,990,9000,2.5880000591278076
1144402132,606632382,55694004,2695,85,29300,2586,184,18802,890,2660,1,990,9000,2.6410000324249268
1144402133,606632632,55694262,2695,85,29600,2586,184,18986,900,2670,1,990,9100,2.694000005722046
1144402134,606632882,55694519,2695,85,29850,2586,188,19174,900,2670,1,990,9100,2.694000005722046
1144402135,606633120,55694778,2695,85,30100,2586,192,19366,900,2670,1,990,9100,2.694000005722046
1144402136,606633357,55695038,2695,85,30400,2586,192,19558,900,2660,1,990,9100,2.749000072479248
1144402137,606633584,55695314,2695,85,30700,2589,192,19750,900,2660,1,990,9100,2.808000087738037
1144402138,606633812,55695589,2695,86,30950,2592,196,19946,900,2650,1,990,9100,2.808000087738037
1144402139,606634037,55695882,2695,86,31200,2594,201,20147,900,2650,1,990,9100,2.808000087738037
1144402140,606634263,55696174,2695,86,31450,2597,201,20348,890,2640,1,980,9100,2.812999963760376
1144402141,606634488,55696457,2695,86,31700,2603,201,20549,890,2640,1,980,9100,2.819000005722046
1144402142,606634715,55696741,2695,86,32000,2603,201,20750,890,2640,1,980,9100,2.822000026702881
1144402143,606634950,55696991,2695,86,32300,2606,202,20952,890,2640,1,980,9100,2.8269999027252197
1144402144,606635185,55697242,2695,86,32550,2606,202,21154,890,2640,1,980,9000,2.8269999027252197
1144402145,606635414,55697428,2695,86,32800,2606,203,21357,890,2640,1,980,9000,2.8269999027252197
1144402146,606635643,55697615,2695,86,33000,2606,203,21560,890,2640,1,980,9000,2.7160000801086426
1144402147,606635844,55697795,2695,86,33200,2606,203,21763,890,2640,1,980,9000,2.6050000190734863
1144402148,606636047,55697975,2695,87,33400,2606,194,21957,890,2630,1,980,9000,2.6050000190734863
1144402149,606636237,55698201,2695,87,33600,2606,185,22142,890,2630,1,980,9000,2.6050000190734863
1144402150,606636428,55698428,2695,87,33900,2608,185,22327,880,2630,1,980,9000,2.6080000400543213
1144402151,606636651,55698707,2695,87,34200,2611,185,22512,880,2630,1,980,9000,2.6110000610351562
1144402152,606636875,55698987,2695,86,34450,2606,185,22697,880,2620,1,980,9000,2.6050000190734863
1144402153,606637114,55699273,2695,86,34700,2600,185,22882,880,2620,1,980,9000,2.5989999771118164
1144402154,606637353,55699561,2695,86,35000,2597,185,23067,880,2610,1,970,9000,2.5969998836517334
1144402155,606637592,55699814,2695,86,35300,2594,185,23252,880,2610,1,970,9000,2.5940001010894775
1144402156,606637833,55700068,2695,86,35550,2592,184,23436,870,2610,1,970,9000,2.5910000801086426
1144402157,606638086,55700300,2695,86,35800,2589,184,23620,870,2610,1,970,9000,2.5880000591278076
1144402158,606638340,55700532,2695,86,36100,2586,184,23804,870,2610,1,970,9000,2.5859999656677246
1144402159,606638589,55700764,2695,86,36400,2586,184,23988,870,2620,1,970,9000,2.5859999656677246
1144402160,606638838,55700995,2695,86,36650,2586,184,24172,870,2630,1,970,9000,2.5859999656677246
1144402161,606639068,55701224,2695,86,36900,2586,184,24356,870,2640,1,970,9000,2.5859999656677246
1144402162,606639300,55701454,2695,85,37100,2586,184,24540,870,2640,1,970,9000,2.5859999656677246
1144402163,606639492,55701695,2695,85,37300,2586,184,24724,870,2650,1,970,9000,2.5859999656677246
1144402164,606639685,55701938,2695,84,37550,2586,184,24908,870,2650,1,970,9100,2.5859999656677246
1144402165,606639900,55702243,2695,84,37800,2586,184,25092,880,2660,1,970,9200,2.5859999656677246
1144402166,606640116,55702550,2695,84,38150,2586,184,25276,880,2660,1,970,9200,2.5859999656677246
1144402167,606640360,55702866,2695,84,38500,2589,184,25460,880,2670,1,970,9200,2.5880000591278076
1144402168,606640606,55703182,2695,85,38800,2589,184,25644,880,2670,1,970,9100,2.5880000591278076
1144402169,606640870,55703481,2695,85,39100,2589,184,25828,890,2680,1,980,9100,2.5880000591278076
1144402170,606641134,55703782,2695,86,39400,2589,184,26012,890,2680,1,980,9000,2.5880000591278076
1144402171,606641405,55704073,2695,87,39700,2589,184,26196,890,2680,1,980,9000,2.5880000591278076
1144402172,606641677,55704365,2695,88,40000,2592,184,26380,890,2670,1,980,8900,2.5910000801086426
1144402173,606641953,55704640,2695,88,40300,2597,184,26564,900,2670,1,990,8800,2.5969998836517334
1144402174,606642230,55704915,2695,88,40600,2600,184,26748,900,2660,1,990,8800,2.5989999771118164
1144402175,606642486,55705186,2695,88,40900,2603,185,26933,900,2660,1,1000,8900,2.6019999980926514
1144402176,606642744,55705457,2695,88,41150,2606,185,27118,900,2650,1,1000,8900,2.6050000190734863
1144402177,606642974,55705689,2695,88,41400,2608,185,27303,900,2650,1,1000,8900,2.6080000400543213
1144402178,606643206,55705921,2695,87,41600,2608,185,27488,890,2630,1,1000,8900,2.6080000400543213
1144402179,606643430,55706101,2695,87,41800,2611,185,27673,890,2620,1,1000,9000,2.6110000610351562
1144402180,606643655,55706283,2695,87,42050,2611,185,27858,890,2610,1,1000,9000,2.6110000610351562
1144402181,606643913,55706474,2695,88,42300,2614,185,28043,890,2600,1,1000,9000,2.61299991607666
1144402182,606644172,55706666,2695,88,42650,2614,185,28228,880,2590,1,990,8900,2.61299991607666
1144402183,606644462,55706898,2690,88,43000,2614,185,28413,880,2580,1,990,8900,2.61299991607666
1144402184,606644752,55707132,2690,87,43300,2614,185,28598,870,2570,1,980,8900,2.61299991607666
1144402185,606645051,55707377,2690,87,43600,2614,185,28783,870,2560,1,980,9000,2.61299991607666
1144402186,606645351,55707621,2690,87,43900,2614,185,28968,860,2550,1,970,8900,2.61299991607666
1144402187,606645635,55707871,2690,88,44200,2617,185,29153,860,2550,1,960,8900,2.615999937057495
1144402188,606645920,55708121,2690,87,44500,2617,185,29338,860,2540,1,960,8900,2.615999937057495
1144402189,606646175,55708367,2690,87,44800,2617,186,29524,860,2540,1,960,9000,2.61899995803833
1144402190,606646432,55708613,2690,87,45050,2617,186,29710,850,2530,1,950,8900,2.61899995803833
1144402191,606646673,55708839,2690,88,45300,2619,186,29896,850,2530,1,950,8900,2.61899995803833
1144402192,606646915,55709066,2690,87,45550,2619,186,30082,850,2530,1,950,8900,2.569000005722046
1144402193,606647167,55709277,2690,87,45800,2622,186,30268,850,2530,1,950,9000,2.5220000743865967
1144402194,606647418,55709488,2690,87,46100,2622,182,30450,850,2530,1,950,9000,2.5220000743865967
1144402195,606647680,55709711,2690,86,46400,2622,178,30628,850,2540,1,950,9000,2.5220000743865967
1144402196,606647941,55709936,2690,86,46650,2622,178,30806,850,2550,1,940,9100,2.5250000953674316
1144402197,606648210,55710182,2690,86,46900,2625,178,30984,850,2560,1,940,9200,2.5299999713897705
1144402198,606648480,55710427,2690,86,47250,2625,178,31162,850,2570,1,940,9100,2.5299999713897705
1144402199,606648748,55710679,2690,86,47600,2625,178,31340,850,2580,1,940,9100,2.5299999713897705
1144402200,606649017,55710931,2690,86,47850,2625,178,31518,850,2590,1,940,9100,2.5299999713897705
1144402201,606649291,55711169,2690,86,48100,2625,178,31696,850,2610,1,940,9200,2.5299999713897705
1144402202,606649566,55711409,2690,86,48400,2633,178,31874,850,2620,1,940,9200,2.5360000133514404
1144402203,606649858,55711630,2685,86,48700,2644,178,32052,860,2630,1,940,9200,2.5409998893737793
1144402204,606650150,55711851,2685,86,49000,2650,178,32230,860,2630,1,940,9200,2.549999952316284
1144402205,606650457,55712051,2685,86,49300,2658,179,32409,860,2640,1,940,9300,2.561000108718872
1144402206,606650765,55712251,2685,86,49650,2664,179,32588,860,2650,1,940,9300,2.562999963760376
1144402207,606651068,55712418,2685,86,50000,2669,180,32768,860,2660,1,940,9300,2.569000005722046
1144402208,606651372,55712586,2685,86,50250,2672,180,32948,860,2670,1,930,9300,2.572000026702881
1144402209,606651670,55712741,2685,86,50500,2675,181,33129,860,2680,1,930,9300,2.5769999027252197
1144402210,606651969,55712896,2685,86,50800,2675,181,33310,860,2690,1,930,9300,2.5769999027252197
1144402211,606652251,55713054,2685,86,51100,2678,182,33492,860,2700,1,930,9300,2.5769999027252197
1144402212,606652535,55713213,2685,86,51350,2678,182,33674,860,2710,1,930,9300,2.5769999027252197
1144402213,606652819,55713406,2685,86,51600,2681,182,33856,870,2730,1,930,9300,2.5769999027252197
1144402214,606653103,55713600,2685,86,51950,2681,182,34038,870,2730,1,930,9300,2.5769999027252197
1144402215,606653388,55713817,2685,86,52300,2681,182,34220,870,2740,1,930,9400,2.5769999027252197
1144402216,606653675,55714034,2685,85,52550,2681,182,34402,870,2740,1,930,9400,2.5769999027252197
1144402217,606653959,55714259,2685,85,52800,2681,182,34584,870,2740,1,930,9500,2.5769999027252197
1144402218,606654242,55714486,2680,84,53100,2681,182,34766,870,2730,1,930,9500,2.5769999027252197
1144402219,606654511,55714703,2680,84,53400,2683,182,34948,880,2730,1,930,9500,2.5769999027252197
1144402220,606654781,55714921,2680,84,53650,2683,182,35130,880,2720,1,930,9500,2.5829999446868896
1144402221,606655033,55715121,2680,84,53900,2686,182,35312,880,2720,1,930,9500,2.5880000591278076
1144402222,606655288,55715320,2680,84,54150,2686,182,35494,880,2710,1,930,9500,2.5409998893737793
1144402223,606655540,55715498,2680,84,54400,2686,182,35676,890,2710,1,930,9600,2.49399995803833
1144402224,606655793,55715677,2680,83,54700,2686,178,35854,890,2710,1,930,9600,2.49399995803833
1144402225,606656055,55715808,2680,83,55000,2689,174,36028,890,2710,1,940,9700,2.49399995803833
1144402226,606656317,55715940,2680,84,55200,2689,174,36202,890,2700,1,940,9600,2.5409998893737793
1144402227,606656563,55715963,2680,84,55400,2692,174,36376,900,2690,1,940,9600,2.5880000591278076
1144402228,606656810,55715987,2680,84,55650,2692,178,36554,900,2680,1,940,9600,2.5880000591278076
1144402229,606657051,55716016,2680,85,55900,2692,182,36736,900,2680,1,940,9600,2.5880000591278076
1144402230,606657293,55716044,2680,85,56100,2694,182,36918,900,2670,1,940,9500,2.5910000801086426
1144402231,606657535,55716148,2680,86,56300,2700,182,37100,910,2670,1,950,9500,2.5969998836517334
1144402232,606657777,55716252,2680,86,56600,2706,182,37282,910,2660,1,950,9400,2.6019999980926514
1144402233,606658016,55716421,2675,87,56900,2714,183,37465,910,2650,1,960,9400,2.6080000400543213
1144402234,606658255,55716591,2675,87,57100,2717,183,37648,910,2650,1,960,9400,2.6110000610351562
1144402235,606658474,55716789,2675,87,57300,2722,184,37832,920,2650,1,970,9400,2.615999937057495
1144402236,606658695,55716988,2675,87,57550,2725,184,38016,920,2650,1,970,9400,2.621999979019165
1144402237,606658914,55717180,2675,87,57800,2728,184,38200,920,2650,1,970,9400,2.627000093460083
1144402238,606659135,55717372,2675,87,58050,2728,184,38384,910,2650,1,970,9400,2.627000093460083
1144402239,606659389,55717577,2675,87,58300,2728,185,38569,910,2650,1,970,9400,2.627000093460083
1144402240,606659643,55717784,2675,87,58600,2725,185,38754,910,2640,1,970,9300,2.627000093460083
1144402241,606659887,55717994,2675,87,58900,2725,185,38939,910,2640,1,970,9300,2.627000093460083
1144402242,606660130,55718204,2675,87,59100,2722,185,39124,900,2630,1,960,9300,2.575000047683716
1144402243,606660341,55718383,2675,88,59300,2722,185,39309,900,2630,1,960,9300,2.5220000743865967
1144402244,606660552,55718563,2675,88,59450,2722,180,39489,890,2620,1,950,9300,2.5220000743865967
1144402245,606660742,55718639,2675,88,59600,2722,176,39665,890,2610,1,950,9300,2.5220000743865967
1144402246,606660933,55718717,2675,87,59800,2719,176,39841,890,2600,1,950,9300,2.5220000743865967
1144402247,606661113,55718625,2675,87,60000,2719,176,40017,890,2590,1,950,9300,2.5220000743865967
1144402248,606661293,55718533,2670,87,60250,2717,176,40193,880,2580,1,950,9300,2.5220000743865967
1144402249,606661450,55718292,2670,88,60500,2717,176,40369,880,2580,1,950,9300,2.5220000743865967
1144402250,606661607,55718052,2670,88,60700,2714,176,40545,880,2580,1,940,9200,2.5160000324249268
1144402251,606661718,55717776,2670,88,60900,2711,176,40721,880,2580,1,940,9200,2.513000011444092
1144402252,606661829,55717501,2670,88,61050,2706,176,40897,870,2570,1,940,9200,2.507999897003174
1144402253,606661933,55717228,2670,88,61200,2703,176,41073,870,2560,1,940,9200,2.505000114440918
1144402254,606662038,55716956,2670,87,61400,2694,175,41248,870,2550,1,940,9200,2.5
1144402255,606662125,55716639,2670,87,61600,2689,175,41423,870,2550,1,940,9200,2.49399995803833
1144402256,606662212,55716325,2670,86,61800,2683,174,41597,870,2540,1,940,9200,2.48799991607666
1144402257,606662322,55715980,2670,86,62000,2678,174,41771,870,2540,1,940,9200,2.4860000610351562
1144402258,606662433,55715636,2670,86,62250,2644,174,41945,870,2540,1,940,9100,2.4519999027252197
1144402259,606662559,55715295,2670,86,62500,2611,174,42119,870,2540,1,950,9100,2.421999931335449
1144402260,606662687,55714954,2670,86,62750,2600,171,42290,870,2540,1,950,9000,2.4110000133514404
1144402261,606662831,55714612,2670,86,63000,2592,169,42459,870,2550,1,950,9000,2.4019999504089355
1144402262,606662977,55714271,2670,86,63250,2589,168,42627,870,2550,1,950,9000,2.4019999504089355
1144402263,606663115,55713916,2665,87,63500,2586,168,42795,880,2550,1,960,9000,2.4019999504089355
1144402264,606663254,55713560,2665,87,63700,2583,168,42963,880,2550,1,960,8900,2.3970000743865967
1144402265,606663353,55713214,2665,87,63900,2583,168,43131,880,2550,1,970,8900,2.3940000534057617
1144402266,606663452,55712868,2665,87,64150,2583,167,43298,870,2550,1,970,8900,2.437999963760376
1144402267,606663532,55712510,2665,87,64400,2583,167,43465,870,2550,1,970,8900,2.4830000400543213
1144402268,606663611,55712152,2665,86,64600,2583,171,43636,870,2560,1,970,8900,2.4830000400543213
1144402269,606663690,55711802,2665,85,64800,2583,175,43811,870,2570,1,980,9000,2.4830000400543213
1144402270,606663770,55711451,2665,85,65000,2542,175,43986,870,2580,1,980,8900,2.444000005722046
1144402271,606663856,55711094,2665,85,65200,2503,175,44161,880,2590,1,980,8800,2.4049999713897705
1144402272,606663942,55710737,2665,85,65450,2483,172,44333,880,2600,1,980,8700,2.385999917984009
1144402273,606664043,55710358,2660,86,65700,2464,170,44503,880,2620,1,990,8700,2.365999937057495
1144402274,606664145,55709979,2660,86,65950,2453,168,44671,880,2620,1,990,8600,2.3550000190734863
1144402275,606664263,55709574,2660,86,66200,2442,167,44838,880,2620,1,1000,8500,2.3469998836517334
1144402276,606664381,55709171,2660,86,66500,2433,166,45004,870,2620,1,990,8400,2.2990000247955322
1144402277,606664513,55708699,2660,86,66800,2428,165,45169,860,2630,1,990,8400,2.252000093460083
1144402278,606664646,55708227,2660,87,67200,2425,161,45330,850,2620,1,990,8300,2.252000093460083
1144402279,606664773,55707688,2660,88,67600,2425,158,45488,850,2610,1,990,8200,2.252000093460083
1144402280,606664901,55707150,2660,89,67950,2417,158,45646,840,2600,1,990,8100,2.24399995803833
1144402281,606665004,55706567,2660,89,68300,2408,158,45804,840,2590,1,1000,8100,2.2360000610351562
1144402282,606665108,55705984,2660,89,68650,2400,157,45961,830,2580,1,1000,8000,2.187999963760376
1144402283,606665193,55705418,2655,89,69000,2394,156,46117,830,2570,1,1010,8000,2.1410000324249268
1144402284,606665279,55704851,2655,89,69300,2397,152,46269,830,2570,1,1010,8000,2.1440000534057617
1144402285,606665362,55704330,2650,89,69600,2400,148,46417,830,2580,1,1020,8000,2.1489999294281006
1144402286,606665444,55703808,2650,89,69900,2408,148,46565,830,2580,1,1020,8100,2.0910000801086426
1144402287,606665536,55703330,2650,89,70200,2417,149,46714,830,2580,1,1030,8200,2.0329999923706055
1144402288,606665628,55702851,2650,89,70450,2428,143,46857,830,2580,1,1020,8200,2.0409998893737793
1144402289,606665714,55702404,2650,89,70700,2439,138,46995,830,2580,1,1020,8200,2.049999952316284
1144402290,606665801,55701958,2650,89,70950,2447,138,47133,820,2570,1,1010,8200,2.058000087738037
1144402291,606665883,55701528,2650,90,71200,2458,139,47272,820,2570,1,1010,8200,2.065999984741211
1144402292,606665965,55701100,2650,90,71500,2475,139,47411,810,2570,1,1000,8200,2.049999952316284
1144402293,606666050,55700680,2645,90,71800,2494,140,47551,810,2570,1,990,8300,2.0360000133514404
1144402294,606666135,55700261,2645,90,72050,2497,138,47689,810,2570,1,980,8300,2.0380001068115234
1144402295,606666240,55699831,2645,90,72300,2503,136,47825,810,2570,1,980,8300,2.0409998893737793
